ID,Nombre de la Unidad Económica,Razón social,Código de la clase de actividad SCIAN,Nombre de clase de la actividad,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporación al DENUE
964156,ADMINISTRACION DE GARANTIAS,ADMINISTRACION DE GARANTIAS SC,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,CALLE,CUMBRES DE ACULTZINGO,CALLE,MITLA,AVENIDA,UNIVERSIDAD,CALLE,TEPOZTECO,13,,OTRO CONGLOMERADO,17,109,,COLONIA,NARVARTE ORIENTE,OTRO CONGLOMERADO,OTRO CONGLOMERADO SIN NOMBRE,109,3023,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,276,14,5555369084,ADGMGAR@PRODIGY.NET,,Fijo,19.39222184,-99.15062406,2010-07
6717001,"ADMINISTRACION INTEGRAL FAMF, S.A. DE C.V.","ADMINISTRACION INTEGRAL FAMF, S.A. DE C.V. ",522490,Otras instituciones de intermediación crediticia y financiera no bursátil,11 a 30 personas,AVENIDA,INSURGENTES SUR,CALLE,FRANCIA,CALLE,GUSTAVO E. CAMPA,CALLE,TECOYOTITLA,400,,PISO 4,,1738,,COLONIA,FLORIDA,,,,1030,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,991,8,,CPFONSECA@HOTMAIL.COM,,Fijo,19.359396,-99.1834826,2016-01
6430857,ADMINISTRADORA DE ACTIVOS  SA DE CV SOCIEDAD OPERADORA DE FONDOS DE INVERSIÓN,ADMINISTRADORA DE ACTIVOS ,523990,Otros servicios relacionados con la intermediación bursátil,0 a 5 personas,AVENIDA,INSURGENTES SUR,CALLE,5,CALLE,5,CERRADA,9,1605,,,47,0,,COLONIA,SAN JOSE INSURGENTES,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE MURAL,1605,3900,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,914,3,,UNE@GBM.COM.MX,WWW.GBMFONDOS.COM.MX,Fijo,19.36365777,-99.18237325,2010-07
6856327,ADQUIRA MEXICO,ADQUIRA MEXICO SA DE CV,522510,Servicios relacionados con la intermediación crediticia no bursátil,51 a 100 personas,AVENIDA,SANTA FE,CALLE,ENRIQUE DE LA MORA,CALLE,ENRIQUE DEL MORAL,CARRETERA,MÉXICO TOLUCA,1200,,TORRE MOVISTAR,18,,,COLONIA,CONTADERO,,,,5349,9,CIUDAD DE MÉXICO,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos,369,72,,,,Fijo,19.35850341,-99.27322465,2019-04
6430530,"AFIANZADORA CBL FIDUCIA, S.A. DE C.V.",AFIANZADORA CBL FIDUCIA SA DE CV,524130,Compañías afianzadoras,31 a 50 personas,CALLE,FRONTERA,CALLE,GUERRERO,CALLE,SAN LUIS POTOSI,CALLE,MICHOACAN,94,,,,,,COLONIA,PROGRESO TIZAPAN,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,1,1090,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1190,2,,INFO@AFIDUCIA.COM.MX,WWW.CBLFIDUCIA.COM,Fijo,19.3415943,-99.19869533,2010-07
6430526,"AFIANZADORA SOFIMEX, S.A.",AFIANZADORA SOFIMEX SA,524130,Compañías afianzadoras,101 a 250 personas,AVENIDA,BOULEVARD ADOLFO LÓPEZ MATEOS,AVENIDA,3,CALLE,5,CERRADA,9,1941,,,,0,,COLONIA,LOS ALPES,,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,,1010,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,972,16,,gabriel.sanchez@sofimex.com.mx,WWW.SOFIMEX.COM.MX,Fijo,19.35734436,-99.1969615,2010-07
6896576,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,AVENIDA,INSURGENTES SUR,,,,,,,,,,,,SN,COLONIA,GUADALUPE INN,,,,1020,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1059,22,,,,Fijo,19.35601353,-99.18496947,2019-04
6896221,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,AVENIDA,DESIERTO DE LOS LEONES,,,,,,,,,,,2640,,COLONIA,CAMINO REAL DE TETELPAN,,,,4310,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1171,5,,,,Fijo,19.34289587,-99.22385397,2019-04
6896205,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,CALLE,SANTA LUCÍA,,,,,,,,,,,,SN,COLONIA,ADOLFO LÓPEZ MATEOS,,,,1290,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,053A,22,,,,Fijo,19.36702013,-99.23364185,2019-04
6896357,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,BOULEVARD,ADOLFO LOPEZ MATEOS,,,,,,,,,,,140,140 0,COLONIA,ATLAMAYA,,,,1760,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,110A,8,,,,Fijo,19.34845009,-99.201859,2019-04
6896446,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,CALLE,BULEVARD VENUSTIANO CARRANZA,,,,,,,,,,,370,,COLONIA,REPUBLICA,,,,25280,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,991,8,,,,Fijo,19.35993788,-99.18330787,2019-04
6901147,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,CALLE,INSURGENTES,,,,,,,,,,,2551,,COLONIA,GUADALUPE INN,,,,1020,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1059,11,,,,Fijo,19.3525869,-99.18705282,2019-04
6896420,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,CALLE,TLALPAN,,,,,,,,,,,3,3 20,LOCALIDAD,BENITO JUÁREZ,,,,3580,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,1024,21,,,,Fijo,19.3615399,-99.14262169,2019-04
6896492,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,CALLE,DAMAS,,,,,,,,,,,1833,,COLONIA,SAN JOSE DE INSURGENTES BENITO JUAREZ,,,,3900,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,914,2,,,,Fijo,19.36419183,-99.18356836,2019-04
6896551,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,AVENIDA,UNIVERSIDAD,,,,,,,,,,,,SN,COLONIA,XOCO,,,,3330,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,967,4,,,,Fijo,19.3627458,-99.16865384,2019-04
6896494,AFIRME,BANCA AFIRME ,522110,Banca múltiple,0 a 5 personas,AVENIDA,UNIVERSIDAD,,,,,,,,,,,1577,,AEROPUERTO,SANTA CRUZ ATOYAC,,,,3310,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,825,3,,,,Fijo,19.3712296,-99.16434211,2019-04
846270,AFORE 21 BANORTE,"AFORE 21, S.A. DE C.V. ",524220,Administración de cajas de pensión y de seguros independientes,51 a 100 personas,AVENIDA,INSURGENTES SUR,CALLE,ALGECIRAS,CALLE,VALENCIA,CALLE,CÁDIZ,,,,,1343,,COLONIA,INSURGENTES MIXCOAC,,,,3920,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,793,20,,,WWW.XXIBANORTE.COM,Fijo,19.37243108,-99.17957048,2010-07
6508211,"AFORE COPPEL, S.A. DE C.V.","AFORE COPPEL, S.A. DE C.V. ",524220,Administración de cajas de pensión y de seguros independientes,101 a 250 personas,OTRO (ESPECIFIQUE),MIGUEL ALEMÁN,,INSURGENTES SUR,OTRO (ESPECIFIQUE),DIVISIÓN DEL NORTE,CALLE,NINGUNO,603,,,,553,,COLONIA,ESCANDON,,,,11800,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,223,14,,MALARCON@AFORECOPPEL.COM,WWW.AFORECOPPEL.COM.MX,Fijo,19.39950902,-99.17037289,2016-01
8441839,AFTRASA,ADMINISTRADORA DE FONDOS DE TRABJADORES SEGURIDAD ADQUIRIDA AC,522320,Cajas de ahorro popular,0 a 5 personas,CALLE,EMPRESA,CALLE,AUGUSTO RODIN,CALLE,MALAGA,EJE VIAL,7 SUR (EXTREMADURA),131,,,,,,COLONIA,EXTREMADURA INSURGENTES,,,,3740,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,702,3,,,,Fijo,19.37480075,-99.18122698,2019-11
6201408,AGAPHE MÉXICO INT 603,AGAPHE MEXICO AGENTE DE SEGUROS INT 603 SA,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,CALLE,SAN LORENZO,CALLE,5,CALLE,5,CALLE,5,153,,,22,0,,COLONIA,TLACOQUEMECATL,,,,3200,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,736,13,,,,Fijo,19.37523633,-99.17655377,2010-07
8152647,AGENCIA DE SEGUROS,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,CALLE,SAN FRANCISCO,EJE VIAL,8 SUR (JOSE MARIA RICO),CALLE,RODRIGUEZ SARO,CALLE,PATRICIO SANZ,1838,,EDIFICIO SIN NOMBRE,5,201,,COLONIA,ACACIAS,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO SAN FRANCISCO,201,3240,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,929,13,,ALFREDO_ACEVEDO_M@YAHOO.COM,,Fijo,19.36718567,-99.17701789,2019-11
932356,AGENCIA DE SEGUROS HAYASE Y ASOCIADOS,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,EJE VIAL,PASAJE CENTRAL,AVENIDA,HOLBEIN,AVENIDA,INSURGENTES,ANDADOR,NINGUNO,227,,,,206,,COLONIA,NOCHE BUENA,,,,3720,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,577,38,5556156704,HAYASEAS@YAHOO.COM.MX,,Fijo,19.38254664,-99.17667685,2014-12
933909,AGENCIA DE SEGUROS SIN NOMBRE,INDUSTRIAL TECHNICAL ADJUSTMENTS ,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,CALLE,LAS HUERTAS,CALLE,5,EJE VIAL,15,CALLE,5,107,,,,1110,,COLONIA,ACTIPAN,,,,3230,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,929,6,,,ITAJUSTES.COM/,Fijo,19.36790691,-99.17849377,2014-12
923752,AGENCIA P & P,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,AVENIDA,CHICAGO,CALLE,BAJIO,CALLE,1,CALLE,AVENIDA CHICAGO,5,LOTE,,,1,,COLONIA,LOMAS DE BECERRA,,,,1280,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1519,64,,,,Fijo,19.38422651,-99.21824336,2014-12
9110858,AGENCIA SEGUROS DE AUTO,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,CALLE,CANARIO,CALLE,MANZANA O EDIFICACION CONTIGUA,CALLE,AVENIDA EUROPA,CALLE,AVENIDA DE LAS AMÉRICAS,,SN,,,,,COLONIA,8 DE AGOSTO,,,,1180,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,135,48,,,,Semifijo,19.3931255,-99.1934067,2019-11
1055374,AGENTE DE FIANZAS Y SEGUROS,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",6 a 10 personas,CALLE,MIGUEL OCARANZA,CALLE,BARRANCA DEL MUERTO,CALLE,JUAN TINOCO,CALLE,CERRADA TINOCO,154,A,,,0,,COLONIA,MERCED GÓMEZ,,,,1600,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,845,12,,,,Fijo,19.3647041,-99.19215091,2010-07
933242,AGENTE DE SEGUROS,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",11 a 30 personas,CALLE,PORFIRIO DIAZ,CALLE,SANTA ROSALIA,CALLE,PILARES,CALLE,SACRAMENTO,40,,,,,,COLONIA,INSURGENTES SAN BORJA,,,,3100,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,717,33,,CSANCHEZ@SEGUROSRECIPRO.COM,WWW.RECIPRO.COM,Fijo,19.38058062,-99.17548431,2014-12
8442146,AGENTE DE SEGUROS,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,AVENIDA,MOLINOS,AVENIDA,REVOLUCION,CALLE,CHARCO AZUL,CALLE,LOS ECHAVE,4,B,,,,,COLONIA,MIXCOAC,,,,3910,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,882,18,,VILCHISCONSULTORES@OUTLOCK.ES,,Fijo,19.37244332,-99.18853486,2019-11
7673597,AGENTE DE SEGUROS DE GASTOS MEDICOS,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,CALLE,PROLONGACION 5 DE MAYO,CALLE,PASEO DE LOS OLMOS,CALLE,CANANEA,CALLE,OLIVO,1,1,1,19,5,,COLONIA,PROFESOR JOSE ARTURO LOPEZ MARTINEZ,,,,1620,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,2292,9,5534947473,,,Fijo,19.35905359,-99.21852514,2019-11
958543,AGENTE DE SEGUROS Y FIANZAS,,524210,"Agentes, ajustadores y gestores de seguros y fianzas",6 a 10 personas,CALLE,MIER Y PESADO,CALLE,ROMERO DE TERREROS,CALLE,LUZ SAVIÑON,AVENIDA,COYOACÁN,317,5,PASAJE Y ANDADOR COMERCIAL,5,,DESPACHO 9,COLONIA,DEL VALLE,PASAJE Y ANDADOR COMERCIAL,PLAZA DEL VALLE,DESPACHO 9,3100,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez,242,4,5556875050,GDVARGAS9@PRODIGY.NET.MX,,Fijo,19.394132,-99.16546199,2010-07
1027187,"AGENTE, AJUSTADOR O GESTOR DE SEGUROS Y FIANZAS SIN NOMBRE",,524210,"Agentes, ajustadores y gestores de seguros y fianzas",0 a 5 personas,CALLE,AVENIDA CENTRAL,CALLE,A,CALLE,5,CALLE,2,26,,,,17,,COLONIA,PRIMERA VICTORIA SECCION BOSQUES,,,,1160,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1788,16,5526145537,YOLANDASEGUROS@HOTMAIL.COM,,Fijo,19.3881348,-99.19561741,2010-07
1052387,"AGENTES, AJUSTADORES Y GESTORES DE SEGUROS Y FIANZAS",,524210,"Agentes, ajustadores y gestores de seguros y fianzas",6 a 10 personas,AVENIDA,CENTENARIO,CALLE,LOMAS DE PLATEROS,CALLE,MIGUEL OCARANZA,CALLE,FRANCISCO DE P. MIRANDA,51,,,,,BIS,COLONIA,COLONIA MERCED GOMEZ,,,,1600,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,830,1,36404548,JUANJOSELOPEZGUILLLEN@YAHOO.COM.MX,WWW.COMPRATUSEGUROYA.COM,Fijo,19.36570401,-99.19393309,2010-07
8565128,"AGENTES, AJUSTADORES Y GESTORES DE SEGUROS Y FIANZAS",,524210,"Agentes, ajustadores y gestores de seguros y fianzas",6 a 10 personas,CALLE,CRACOVIA,AVENIDA,INSURGENTES SUR,AVENIDA,REVOLUCION,CALLE,AVENIDA DE LA PAZ,72,,,,,,COLONIA,SAN ANGEL,,,,1000,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1129,12,,INFO@JBV.MX,WWW.JBV.MX,Fijo,19.348276,-99.18950593,2019-11
